key,developer,initial_state_time,to,initial_state,fieldtype,field,from,created,customer,priority,issuetype,projectkey,category,summary,description,resolutiondate,status,tester,lead_time_hours,lead_time_days,score
CC-2748,td,2022-05-04T10:16:17.513-0300,11608,In Technical Analysis,jira,status,11607,2022-02-23T16:06:51.000-0300,CSD,Alta,Vulnerabilidade de Segurança,CC,CORRECAO-ERROS,[MAT_00003.001] A aplicação utiliza o método printStackTrace() que pode expor informações importantes sobre o funcionamento da aplicação (InformacoesAdicionaisLancamentoBusiness.java),"Impact
Com base nas informações expostas um atacante pode realizar ataques mais elaborados afim de comprometer a um dos pilares da segurança, como por exemplo a disponibilidade.

Description
A aplicação utiliza o método printStackTrace() que pode expor informações importantes sobre o funcionamento da aplicação. Recomendamos a utilização de um logger.

Files  
/business/src/main/java/com/matera/banco/sdconta/business/InformacoesAdicionaisLancamentoBusiness.java

Linha: 116

111: 	                	try {
112: 							InformacoesAdicionaisLancamentoDTO obj = new ObjectMapper().readValue(informacoesAdicionais.get().getInformacoesAdicionais(), InformacoesAdicionaisLancamentoDTO.class);
113: 							extrato.setInformacoesAdicionais(obj);
114: 							
115: 						} catch (JsonProcessingException e) {
116: 							e.printStackTrace();
117: 						}
118:                 	}
119:                 }
120:                 
121:             });

 !screenshot-1.png|thumbnail! ",2022-07-01T10:56:25.000-0300,Fechado,td,336,42,84
CC-2747,td,2022-05-03T13:09:07.932-0300,11608,In Technical Analysis,jira,status,11607,2022-02-23T15:57:22.000-0300,CSD,Alta,Vulnerabilidade de Segurança,CC,CORRECAO-ERROS,[MAT_00003.001] A aplicação utiliza o método printStackTrace() que pode expor informações importantes sobre o funcionamento da aplicação (AdditionalInformationsMapper.java),"Impact
Com base nas informações expostas um atacante pode realizar ataques mais elaborados afim de comprometer a um dos pilares da segurança, como por exemplo a disponibilidade.

Description
A aplicação utiliza o método printStackTrace() que pode expor informações importantes sobre o funcionamento da aplicação. Recomendamos a utilização de um logger.

File: /domain/src/main/java/com/matera/banco/sdconta/domain/mapper/AdditionalInformationsMapper.java

Linha: 47

Evidence
42: 
43: 			return additionalInformationsEntryDTO;
44: 			
45: 		} catch (JsonProcessingException e) {
46: 			// TODO Auto-generated catch block

47: 			e.printStackTrace();

48: 		}
49: 		return null;
50: 		
51: 	}
52: 

 !screenshot-1.png|thumbnail! ",2022-07-01T10:56:22.000-0300,Fechado,td,344,43,86
CC-2731,td,2022-05-04T10:15:42.921-0300,11608,In Technical Analysis,jira,status,11607,2022-02-18T17:46:52.000-0300,CSD,Alta,Vulnerabilidade de Segurança,CC,CORRECAO-ERROS,"[MAT_00003.382 + MAT_00003.383] Possível impacto, causa vazamentos de segurança, porque o usuário pode executar programas arbitrários","Injeção de Comandos


Executar programas por meio do shell significa que todas as entradas do usuário passadas para o programa são interpretadas de acordo com a sintaxe e as regras semânticas do shell invocado. Use shell=False

file: /others/tools/scripts/to-pdf/main.py

[MAT_00003.382]

Linha 56

51:     print(""{} generated \n"".format(input_path))
52: 
53: 
54: 
55: def _get_current_version():
56:     result = str(subprocess.check_output(""git describe 
--tags"", shell=True))
57:     result = result.replace(""b'"", '').replace(""\n'"", '').replace(""v"", '')
58:     result = result.split(""-"")
59:     return result[0]
60: 
61: 

[MAT_00003.383]

Linha 29

24:     if not output_file_directory.exists():
25:         output_file_directory.mkdir(parents=True)
26: 
27: 
28: def _get_current_version():
29:     result = str(subprocess.check_output(""git describe 
--tags"", shell=True))
30:     result = result.replace(""b'"", '').replace(""\\n'"", '').replace(""v"", '')
31:     result = result.split(""-"")
32:     return result[0]
33: 
34: 
",2022-07-01T10:56:18.000-0300,Fechado,td,336,42,84
CC-3407,gea,2022-08-30T16:07:06.937-0300,11608,In Technical Analysis,jira,status,11607,2022-08-22T20:27:47.000-0300,H6LOC,Média,Melhoria,CC,MELHORIAS,[PORTEIRO_BALADA Fase1]  - Configurar verificação da unicidade no histórico de lançamento,"h1. Contexto
 * Criar uma nova tela para configurar quais os históricos de lançamento terão a validação da unicidade/rastreabilidade; Abaixo detalhes sobre o tratamento.
 * Tratar a replicação de histórico para Standin.

*Tela de ativação*

Inclui uma nova tela para a indicação dos históricos que terão a validação de unicidade:
 * item de menu:  Lançamentos > Histórico > Configuração de Tratamento de Unicidade por Histórico
 ** deverá ser apresentado somente quando o recurso IDUNILANC estiver ativo. 
 * Protótipo da tela: incluir protótipo

!image-2022-09-15-14-59-36-968.png!

  

  Observação: mesmo se tratando de uma nova tela conforme levantamento realizado com o time verificamos que não existe a necessidade de que esta tela seja restificada.

 

 
h1. Análise técnica
h3. Tratando a replicação de histórico para o Standin
----
Inserir JsonHistorico na pCcTrataReplicacaoCadastroBody.sql
{code:sql}
    voJsonHistorico.put('indTrataUnicidade', pirHistorico.ind_trata_unicidade);{code}
 

 

 ",2022-09-30T22:34:57.000-0300,Fechado,al,184,23,46
CC-3237,im,2022-08-11T10:33:30.232-0300,11608,In Technical Analysis,jira,status,11607,2022-06-28T11:56:43.000-0300,H6LOC,Média,Melhoria,CC,MELHORIAS,[PORTEIRO_BALADA Fase1] - Rastreabilidade/Unicidade lancamento fluxo sincrono,"h1. *Contexto*

*Recurso (cc_recurso)*
 * Criar recurso para ativar/desativar o controle de unicidade de transações/persistencia do identificador externo.

Observação:

Necessário como um ponto de resiliência para contornar de forma emergencial problemas, por exemplo: algum erro na implementação do cliente que está gerando o mesmo identificado para várias transações e se não tivermos a chave poderia fazer com que o PIX ficasse indisponível. Nestes cenários de crise bastaria desligar a chave.

 

*Persistencia*
 * Tratar o recebimento do campo com o identificador externo (identificador definido pelo cliente) usando sleuth para o tracing.
 * Persistir o identificador enviado em tabela.
 * Avaliar recurso geral da funcionalidade para definir se o identificador vai ser persistido (recurso ativo) ou não (recurso inativo).

Serviços tratados: 
 * 
 ** POST v2/lancamento
 ** POST v4/lancamento
 ** POST /v2/contas/\{agencia}/\{conta}/lancamentos

Observação:
 * Definição do field fica configurado em sdconta.properties
  

*Unicidade*
 * Criação de um novo atributo no histórico de lançamento para indicar que será realizada a validação de unicidade
 * *Validações:* Considerar a tabela verdade abaixo para definir se haverá ou não a validação e persistencia do identificador unico. Caso o resultado seja SIM (validar) avaliar:  
 ** Se foi informado mais de um lançamento no lote e retornar um erro de erro específico indicando que o lote é composto por mais de um lançamento.
 ** Se já existir na base algum lançamento com a composição histórico, agencia, conta, identificador externo (campo incluído pelo Jira CC-3237) retornar um erro específico indicando a duplicidade de lançamento

  

Abaixo tabela com o resultado esperado para o tratamento do identificador da rastreabilidade e a unicidade.
|Recurso geral rastreabilidade/unicidade lançamento por histórico|Indicador validacao unicidade por histórico|Lançamento com identificador|RESULTADO =>|Valida unicidade lancamento|Persiste identificador enviado|
|N|N|N|RESULTADO =>|N|N|
|N|N|S|RESULTADO =>|N|N|
|N|S|N|RESULTADO =>|N|N|
|N|S|S|RESULTADO =>|N|N|
|S|N|N|RESULTADO =>|N|N|
|S|N|S|RESULTADO =>|N|N|
|S|S|N|RESULTADO =>|N|N|
|S|S|S|RESULTADO =>|S|S|

 * Fase 1 escopo síncrono não temos como obrigar o envio do identificador no lançamento de um histórico marcado para validação por unicidade. Discutir inclusão dessa validação para demais fases.
h1. Análise técnica
h3. Criação de um recurso que controla o uso da unicidade
----
Insert na cc_recurso
{code:sql}
begin
  --
  insert into cc_recurso
  (
    descricao,
    cod_recurso,
    ind_ativo,
    ind_exibe
  )
  values
  (
    'SALVA INFORMACOES SOBRE O INDENTIFICADOR UNICO DE LANCAMENTOS',
    'IDUNILANC',
    'N',
    'S'
  );
  --
  dbms_output.put_line( SQL%ROWCOUNT || ' row inserted in table cc_recurso');
  --
exception
  when dup_val_on_index then
    dbms_output.put_line( 'Warning: row already exists in table cc_recurso');
end;
/
{code}

h3. Criação de uma coluna para indicar se o histórico fará tratamento de unicidade
----
Delta com alter table na cc_historico
{code:sql}
prompt
prompt
prompt ====> Criando coluna ind_trata_unicidade em cc_historico
--
declare
  column_already_exists exception;
  pragma exception_init(column_already_exists, -1430);
begin
  execute immediate 'ALTER TABLE cc_historico ADD ind_trata_unicidade varchar2(1)';
  dbms_output.put_line('Table altered');
exception
  when column_already_exists then
    dbms_output.put_line('Warning: Column ind_trata_unicidade already exists in table cc_historico');
end;
/
--
prompt
prompt
prompt ====> Comentando coluna ind_trata_unicidade em cc_historico
--
comment on column cc_historico.ind_trata_unicidade IS 'Indica se o historico fara tratamento de unicidade';
--
prompt
prompt
prompt ====> Setando valor padrao para ind_trata_unicidade em cc_historico
--
alter table cc_historico disable all triggers;
--
prompt
--
update cc_historico
   set ind_trata_unicidade = 'N'
 where ind_trata_unicidade is null;
 --
prompt
--
alter table cc_historico enable all triggers;
prompt
prompt
prompt ====> Coluna cc_historico.ind_trata_unicidade is not null
--
declare
  column_already_not_null exception;
  pragma exception_init(column_already_not_null, -1442);
begin
  execute immediate 'ALTER TABLE cc_historico MODIFY ind_trata_unicidade not null';
  dbms_output.put_line('Table altered');
exception
  when column_already_not_null then
    dbms_output.put_line('Warning: Column cc_historico.ind_trata_unicidade already is not null');
end;
/
--
prompt
prompt
prompt ====> Coluna ind_trata_unicidade possui valor default
--
ALTER TABLE cc_historico MODIFY ind_trata_unicidade default 'N';
--
prompt
prompt
prompt ====> Fim{code}


h3. Tratamento da unicidade
----
Tratar as seguintes APIs
 * 
 ** POST v2/lancamento (InsereLancamentoController.insereLancamento)
 ** POST v4/lancamento (LancamentosApiDelegateImpl.criarLancamentosV4)
 ** POST /v2/contas/\{agencia}/\{conta}/lancamentos (LancamentosApiDelegateImpl.criarLancamentosV2)
 * Para salvar as informações sobre o identificador único do lançamento, as seguintes configurações deverão estar ativas:
 ** Recurso da cc_recurso
 ** Configuração do histórico do lançamento para salvar as informações da unicidade (A definir no CC-3407)
 * A informação contendo o identificador do lançamento, virá no header da requisição
 ** O cliente precisará configurar o nome do campo em que ele estará enviando essa informação (Descrito no tópico abaixo)
 ** Nós buscaremos o valor do identificador de acordo com o nome do campo que o cliente configurou
 * Após realizar o lançamento, salvar o identificador, o cc_lancamento.id_lancamento, id_historico e id_cc em uma tabela

h3. Definindo o nome do campo que conterá o identificador do lançamento
----
No arquivo sdconta.properties, configurar o campo abaixo:
{code:json}
spring:
  sleuth:
    baggage:
      remote-fields:
      - nome-do-campo
{code}
No exemplo, o campo onde o sistema buscará o valor do identificador do lançamento será *nome-do-campo*.",2022-09-30T22:34:47.000-0300,Fechado,ap,288,36,72
CC-3642,al,2022-10-25T17:37:05.752-0300,11608,In Technical Analysis,jira,status,11607,2022-10-24T14:44:31.000-0300,NGACOB,Média,Performance,CC,CORRECAO-ERROS,Arquivo da circular 3290,"O cliente está tentando gerar um arquivo da circular 3290 de dois CNPJ's.
Após longo tempo de processamento recebem o seguinte erro:
SD-115 Erro inesperado no processamento do objeto ipCc_Informes.lInsereIntegracao: out of process memory when trying to allocate 32824 bytes (pga heap, kgh stack).

Já foram verificadas com o DBA questões de memória do servidor de banco e está adequado.

 

[https://stash.matera.com/projects/UCC/repos/conta-corrente/browse/backend/src/oracle/packages/ipCc_InformesBody.sql#72]

Linha 72 procedure lInsereIntegracao.

O cliente também solicita a confirmação de qual é o limite do bulk configurado no procedimento e para quantos registros está configurado o commit parcial da rotina.

 

Foi feita uma alteração no objeto ipCc_Informes_13.0.17 (em anexo).
Cliente executou em homologação em uma conta com cerca de um milhão de registros. Os dados foram gravados sem erro e foi possível gerar o arquivo.
Porém essa conta não é a mesma que existe em ambiente de produção, então farão a aplicação do objeto e farão a geração dos dados em seguida.",2022-10-31T15:26:07.000-0300,Fechado,ap,40,5,10
CC-3437,vp,2022-10-05T10:22:05.181-0300,11608,In Technical Analysis,jira,status,11607,2022-08-27T10:04:06.000-0300,H6LOC,Média,Tarefa,CC,MELHORIAS,Teste Desacoplamento do Front-end e Back-end do Conta Corrente,"h1. Contexto

refazer os testes da entrega CC-227 para confirmar o comportamento do desacoplamento para que o projeto que está tratando a virada de dia possa fazer uso da funcionalidade.

 

Observação: não encontramos nenhum registro dos cenários testados pelo Jira CC-227, acredito que vamos ter que fazer uma reversa sobre o código para verificar como configurar e a partir disso pensar nos cenários.

 

 

 ",2022-11-14T16:51:41.000-0300,Fechado,ap,216,27,54
TS-564,as,2022-10-05T08:22:05.216-0300,11608,In Technical Analysis,jira,status,11607,2022-10-04T17:19:56.000-0300,CBNB,Média,Dívida Técnica,TS,MELHORIAS,Retornar portabilidade no serviço de ted recebida,"Contexto

Cliente: NBC Bank S/A - Banco Múltiplo 
OBS: Não está usando o nosso CC. (hoje eles tem Cadastro central, Informes e Liquidação Financeira). Hoje nossa API nao trata todas as informações da TED recebida.
*OBS: essa informação se tornou um impeditivo para colocar em PRD o TES.* 
Tela de envio de TED e a API não apresenta todas as informações.
Estou abrindo um card de melhoria para um cliente novo, na verdade ele ainda está em fase de implantação, porém ao tentar encontrar esse cliente no Jira, ele não está disponível (Nova Banco Continental S.A Banco Multiplo = NBC Bank S/A - Banco Múltiplo

Pelo fato de ele estar implantando, seria esse o motivo? No sistema de Liquidação Financeira temos a API v1/consulta-ted-recebida, que tem a finalidade de retorna a lista de Ted recebida. Foi levantado uma sugestão de melhoria nessa API, a fim de acrescentar a informação de Portabilidade, que hoje está disponivel em consulta via tela Menu Liquidação > Recebimento de Ted

 
h1. Detalhamento

Alteração do serviço GET /v1/consulta-ted-recebida incluindo no response o numero da portabilidade conforme swagger, linha 2151.
{code:java}
                dadosGerais:
                  title: Dados gerais
                  properties:
                    numeroUnicoPortabilidade:
                      description: Número unico de portabilidade
                      type: string                 {code}
Obter a informação de TS_DOC_RECEBIDO.NUMERO_UNICO_PORTABILIDADE",2022-10-10T18:44:12.000-0300,Fechado,al,32,4,8
CC-3844,ra,2022-12-20T14:06:52.153-0300,11608,In Technical Analysis,jira,status,11607,2022-12-15T18:29:01.000-0300,CSD,Média,Dívida Técnica,CC,MELHORIAS,Tratamento contas tipo pagamento SVR,"O Bacen publicou a IN 336 ([https://www.bcb.gov.br/estabilidadefinanceira/exibenormativo?tipo=Instru%C3%A7%C3%A3o%20Normativa%20BCB&numero=336]) que determina o prazo para envio das informações da tão aguardada 2ª fase do SVR.
 Nesta fase começam a ser enviadas os outros tipos de valores que não estavam sendo enviados para o Conta o impacto está sobre:
 Tipo II - contas de pagamento pré-paga e pós-paga encerradas com saldo disponível;
  
 Inclusão dos códigos que identificam os tipos de valores:
 * 020 - Contas de pagamento pré pagas encerradas com saldo
 * 021 - Contas de pagamento pós pagas encerradas com saldo
 Data de início de envio de informações:
 Arquivo 9800 - Valores a Devolver - Data base 12/2022 - arquivo a ser enviado até 31/01/23
 Arquivo 9805 - Valores Devolvidos- Data base 01/2023 - arquivo a ser enviado até 28/02/23

 

Alterações necessárias:
 * inclusão nos novos dominios (020 e 021) na tabela CC_SITUACAO_ORIGEM_SVR

{code:sql}
insert into CC_SITUACAO_ORIGEM_SVR(COD_SITUACAO, DESCRICAO )
 values ('020', 'Contas de pagamento pré-paga encerradas com saldo disponível');

insert into CC_SITUACAO_ORIGEM_SVR(COD_SITUACAO, DESCRICAO )
 values ('021', 'Contas de pagamento pós pagas encerradas com saldo');
{code}
 
 * Alteração na regra dos serviços do SVR () conforme abaixo:

No desenvolvimento da fase 1 do SVR tentamos deixar o sistema preparado para o tratamento das contas de pagamento. Para isso realizamos a implementação considerando que seriam exportado pelo serviços (GET /v2/accounts/closedAccountsCreditBalance e GET /v1/accounts/closedAccountsAmountsReturned ) somente as contas associadas a categorias com origem_svr preenchida e na epoca então deixamos nulo para as categorias de pagamento.

Entretanto na fase 2 onde trata a regra de conta pagamento o Bacen definiu origens distintas para contas pagamento pre-pagas e pos paga. E o tratamento previsto não previa este comportamento uma vez que pre/pos paga é uma informação do tipo da conta e não da categoria.

Como sugestão de tratamento consideramos incluir 2 novos campos na tabela de categoria para que seja utilizado no mapeamento de origem para contas de pagamento por exemplo origem_svr_prepaga e origem_svr_pospaga. Consideramos estar na categoria pois os valores são de controle da Matera e já os tipos de contas são criados pelo usuario do sistema.

{code:sql}
alter table CC_CATEGORIA_CC add origem_svr_prepaga VARCHAR2(3);
 alter table CC_CATEGORIA_CC add origem_svr_pospaga VARCHAR2(3);

ALTER TABLE cc_categoria_cc ADD CONSTRAINT FK_CC_SIT_SVR_PRE FOREIGN KEY (origem_svr_prepaga) REFERENCES cc_situacao_origem_svr (cod_situacao) ENABLE NOVALIDATE;
ALTER TABLE cc_categoria_cc ADD CONSTRAINT FK_CC_SIT_SVR_POS FOREIGN KEY (origem_svr_pospaga) REFERENCES cc_situacao_origem_svr (cod_situacao) ENABLE NOVALIDATE;

update cc_categoria_cc ct set ct.origem_svr_prepaga = '020', ct.origem_svr_pospaga = '021' where ct.id_categoria_cc in ('L','P');
{code}
 

A partir da criação destes campos alterar o critério de busca dos serviços para que considere contas que possuam ou origem_svr, ou origem_svr_prepaga ou origem_svr_pospaga e para definição da origem a ser retornada avaliar conforme abaixo:
 * Categoria de pagamento ('L' ou 'P') se o tipo da conta for pre paga, obter o campo cc_categoria.origem_svr_prepaga , se o tipo da conta for pos paga obter o campo cc_categoria.origem_svr_pospaga
 * Categorias diferente de pagamento obter o campo cc_categoria.origem_svr

 

Consulta de base para a obtenção dos dados de origem considerando o tipo e a categoria da conta:
{code:sql}
 SELECT T.ID_TIPO_CC,
       T.DESCRICAO,
       C.ID_CATEGORIA_CC,
       C.DESCRICAO,
       O.COD_SITUACAO,
       O.DESCRICAO
  FROM CC_TIPO_CC T,
       CC_CATEGORIA_CC C,
       CC_SITUACAO_ORIGEM_SVR O,
       (SELECT CT.ID_CATEGORIA_CC,
               TP.ID_TIPO_CC,
               CASE
                 WHEN ID_CATEGORIA_CC IN ('P', 'L') THEN
                  DECODE(TP.IND_POS_PAGA,
                         'S',
                         OPOS.COD_SITUACAO,
                         OPRE.COD_SITUACAO)
                 ELSE
                  O.COD_SITUACAO
               END COD_SITUACAO
          FROM CC_TIPO_CC             TP,
               CC_CATEGORIA_CC        CT,
               CC_SITUACAO_ORIGEM_SVR O,
               CC_SITUACAO_ORIGEM_SVR OPRE,
               CC_SITUACAO_ORIGEM_SVR OPOS
         WHERE TP.CATEGORIA_CC = CT.ID_CATEGORIA_CC
           AND CT.ORIGEM_SVR = O.COD_SITUACAO(+)
           AND CT.ORIGEM_SVR_PREPAGA = OPRE.COD_SITUACAO(+)
           AND CT.ORIGEM_SVR_POSPAGA = OPOS.COD_SITUACAO(+)) S
 WHERE T.CATEGORIA_CC = C.ID_CATEGORIA_CC
   AND C.ID_CATEGORIA_CC = S.ID_CATEGORIA_CC
   AND T.ID_TIPO_CC = S.ID_TIPO_CC
   AND S.COD_SITUACAO = O.COD_SITUACAO
{code}

 
  
  
  ",2022-12-26T16:22:20.000-0300,Fechado,as,40,5,10
TS-560,as,2022-09-28T12:22:50.033-0300,11608,In Technical Analysis,jira,status,11607,2022-09-28T12:18:16.000-0300,CSD,Média,Dívida Técnica,TS,CORRECAO-ERROS,Ajuste swagger serviços de liquidacao ficha,"Contexto

Necessário corrigir corrigir o swagger conforme abaixo:

Serviços:
 * POST  /v1/liquidacoes-ficha
 * POST /v2/liquidacoes-ficha

Alteração:
 * nomeResponsavel: dever ter tamanho max de 40",2022-09-30T21:27:40.000-0300,Fechado,al,24,3,6
TS-559,al,2022-09-27T11:04:36.517-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-09-26T16:18:46.000-0300,RRME,Média,Falha,TS,CORRECAO-ERROS,sTsAPITransfBloqueioJudicial  - inclusão do id pessoa,"h1. Contexto

Considerando o cenário de contas que estejam sendo controladas pelo DTW, onde o Conta corrente não controla mais os bloqueios destas contas, é necessário alterar a api sTsAPITransfBloqueioJudicial para:
 * tratar o pIdBloqueioJudicial como opcional;
 ** Quando pIdBloqueioJudicial  for informado, mantém comportamento atual da API.
 * -inclusão de novo parâmetro opcional idPessoa para que quando não for informada a agencia/conta seja possível a obtenção da conta pelo idPessoa. No caso de pessoas com mais de uma conta, obter a conta mais {color:#de350b}antiga{color}-
 * {color:#172b4d}inclusão de novo parâmetro idPessoa como opcional. Caso o pIdBloqueioJudicial não seja informado, o novo parametro idPessoa deverá ser informado para que a liquidação de transferência judicial seja efetivada.{color}
 ** {color:#172b4d}Outras validações:{color}
 *** o idPessoa deve ser uma pessoa ativa no Cadastro de Pessoas
 *** o idPessoa deve ser um titular da agencia/conta, quando informados

{color:#172b4d}O JUD é que deverá decidir quais parametros passar para realização da TED. Ou seja, quando não existe o DTW os parametros passados atualmente não devem ser alterados.{color}

 ",2022-09-30T21:27:45.000-0300,Closed (Pilot),al,32,4,8
CC-3557,lj,2022-09-30T19:47:11.043-0300,11608,In Technical Analysis,jira,status,11607,2022-09-30T18:56:48.000-0300,CSD,Média,Dívida Técnica,CC,CORRECAO-ERROS,Ajuste Dbtest associado ao TS-559,Atualização dos Dbtest do Conta associados ao tratamento do Jira TS-559,2022-09-30T21:01:33.000-0300,Fechado,al,8,1,2
TS-569,ofe,2022-10-14T08:33:56.529-0300,11608,In Technical Analysis,jira,status,11607,2022-10-10T10:50:39.000-0300,CSD,Baixa,Dívida Técnica,TS,CORRECAO-ERROS,[Integração JUD] Transferência Judicial sem integrar com Conta Corrente,Remover validação da bc_cc_pessoa,2022-10-17T18:17:06.000-0300,Fechado,al,16,2,4
CC-3658,al,2022-10-28T10:56:46.144-0300,11608,In Technical Analysis,jira,status,11607,2022-10-28T10:55:16.000-0300,CSD,Média,Dívida Técnica,CC,CORRECAO-ERROS,Ajuste tabela de controle de Status,"Criar FK na tabela cc_controle_status

Mover tratamento para a sCcValidaDepoisInsAtuCc",2022-10-31T15:26:11.000-0300,Fechado,al,16,2,4
CC-3624,ll,2022-10-27T09:55:10.229-0300,13316,In Technical Analysis (Pilot),jira,status,13315,2022-10-20T17:15:00.000-0300,H6LOC,Alta,Falha,CC,CORRECAO-ERROS,F504397 - Lançamentos processados em duplicidade no Conta,"Durante atendimento do chamado 504394, identificamos que ocorreram duplicidades de transações no Conta Corrente devido a um erro ocorrido no momento em que foi comandado o fechamento do Conta. 

Conforme evidência no arquivo tc505020_03_consulta.log, é possível identificar que foram realizadas várias tentativas de fechamento do sistema, onde o processo PCCFD.PODEFECHARDIA foi executado, porém o processo PCCFD.INICIALIZAVARIAVEIS não. 

De acordo com o cenário, entendemos que o fato de não ocorrer a postagem da mensagem de inicio de fechamento que é comandado hoje pela procedure PCCFD.INICIALIZAVARIAVEIS, acarretou a ação de serem processados dois lançamentos no Conta Corrente com o mesmo id_sistema_externo do Standin.

Como paliativo ao C6, foi orientado a execução do script para publicação da mensagem de fechamento e inclusão da API v4/lancamento na configuração de API filter.

Sugerimos que como correção, seja alterada a publicação da mensagem de escalonamento para a procedure PCCFD.PODEFECHARDIA, afim de travar as apis de lançamento e possibilitar que o fechamento ocorra sem intervenções.",2022-10-31T15:26:33.000-0300,Resolved (Pilot),al,24,3,6
CC-3373,jr,2022-08-23T10:50:35.949-0300,11608,In Technical Analysis,jira,status,11607,2022-08-12T08:11:42.000-0300,CSD,Média,Melhoria,CC,MELHORIAS,[TARIFA_PACOTE] Particionamento de tabela (cc_utilizacao_pacote_tarifa),"[^Particionamento - Evidencia.pdf]Disponibilizar script de particionamento da tabela cc_utilizacao_pacote_tarifa, que armazena a utilização mês de cada tarifa por conta corrente.

Critério de partição: mês/ano

Definir forma de entrega do script (deploy), conforme indicação de arquitetura.

DEV: deve executar o dbtest da cobrança da tarifa de pacote dos cenários.

Tester: validar a aplicação do script.

 

 ",2022-09-30T22:34:33.000-0300,Fechado,al,224,28,56
TS-563,ofe,2022-10-11T10:26:01.493-0300,11608,In Technical Analysis,jira,status,11607,2022-10-03T20:44:51.000-0300,H6LOC,Média,Melhoria,TS,MELHORIAS,Nao realizar desvio de débito de investimento único,"h1. Contexto

Quando o lançamento for da operação AUTO_INVEST mesmo com a configuração de desvio de débito para o Standin ativa recurso “INTEGRA_LANCAMENTO_DEBITO_STANDIN” para os Sistemas SDTES e SDOPEN, o fluxo não fará o desvio para o Stand In e sempre executará o débito primeiro no  Sistema de Conta Corrente.

 ",2022-10-31T18:06:33.000-0300,Fechado,cc,112,14,28
CC-3517,as,2022-10-04T10:35:35.329-0300,11608,In Technical Analysis,jira,status,11607,2022-09-23T11:40:46.000-0300,H6LOC,Média,Melhoria,CC,MELHORIAS,Escalonamento investimento unico,"h1. Contexto

Desenvolvimento de um novo processo que deverá ser escalonado no fechamento de período para controlar o investimento único.

O processo de resgate não deverá sofrer alteração em função deste novo produto.

 
h1. Detalhamento

Caso a conta possuam configuração de “Valor máximo aplicação” o processo deverá avaliar o valor a ser aplicado em D-1, considerando o menor valor entre:
 * “valor máximo aplicação” e
 * “saldo disponível D-1” subtraído do “saldo credor mínimo”

 

Se após a apuração exista valor a ser aplicado o sistema deve:
 * realizar a chamada para a inserção de investimento, 
 * remover a configuração de “Valor máximo aplicação”,
 * e atribuir ao “Valor Mínimo Aplicação” o valor de 1.000.000.000 para que não seja realizada aplicação em outro dia. 

Se após a apuração não exista valor a ser aplicado:
 * remover a configuração de “Valor máximo aplicação”,
 * avaliar o valor da  flag “investimento automático” conforme abaixo:
 ** *manter* a flag “investimento automático” quando o cliente *possuir* outras aplicações de resgate automático em aberto e irá atualizar o campo ""valor Mínimo para Aplicação"" com o valor 1.000.000.000, para que não sejam feitas aplicações automáticas no próximo processamento,
 ** *desmarcar* a flag “investimento automático” quando o cliente *não possuir* aplicações de resgate automático em aberto para que esta conta não seja considerada pelo processo de resgate do Sistema.

 
 * Incluir um registro de aviso na CC_INVESTIMENTO_AUTOMATICO com uma mensagem “Aplicação não realizada - saldo insuficiente”.

 Se a conta estiver com saldo devedor o processo de resgate já terá realizado o resgate para cobrir o saldo negativo e com isso não haverá valor a ser aplicado deverá:
 * remover a configuração de “Valor máximo aplicação”,
 * e atribuir ao “Valor Mínimo Aplicação” o valor de 1.000.000.000 para que não seja realizada aplicação em outro dia. 

 ",2022-10-31T18:06:53.000-0300,Fechado,cc,152,19,38
